"","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum"
"5087","Transformers: The Last Knight","tt3371366",5.2,137442,"movie","Transformers: The Last Knight",0,"2017","\N","154","Action,Adventure,Sci-Fi","PG-13",0,"NEIL GENZLINGER","Review: Transformers Get Arthurian in ‘The Last Knight’","Mark Wahlberg is back in the latest “Transformers” movie, but it’s stolen by Anthony Hopkins and a grouchy C-3PO knockoff.","2017-06-20","2017-06-21","2017-11-02 04:18:27","article","https://www.nytimes.com/2017/06/20/movies/transformers-the-last-knight-review.html","Read the New York Times Review of Transformers: The Last Knight","mediumThreeByTwo210","https://static01.nyt.com/images/2017/06/21/arts/21TRANSFORM1/21TRANSFORM1-mediumThreeByTwo210.jpg",140,210,-0.0795454545454545,0.26033819163921,-1.75
"5088","Transit","tt3031000",7,101,"movie","Transit",0,"2013","\N","93","Drama,Family","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","article","https://www.nytimes.com/2019/02/28/movies/transit-review.html","Read the New York Times Review of Transit","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg",140,210,0.0227272727272727,0.0735612357920625,0.5
"5089","Transit","tt1059836",5.8,10833,"movie","Transit",0,"2012","\N","88","Action,Crime,Thriller","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","article","https://www.nytimes.com/2019/02/28/movies/transit-review.html","Read the New York Times Review of Transit","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg",140,210,0.0227272727272727,0.0735612357920625,0.5
"5090","Transit","tt1666345",6.9,59,"movie","Transit",0,"2010","\N","80","Drama","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","article","https://www.nytimes.com/2019/02/28/movies/transit-review.html","Read the New York Times Review of Transit","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg",140,210,0.0227272727272727,0.0735612357920625,0.5
"5091","Transit","tt1674217",6.8,12,"movie","Transit",0,"2010","\N","80","Biography,Documentary,Family","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","article","https://www.nytimes.com/2019/02/28/movies/transit-review.html","Read the New York Times Review of Transit","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg",140,210,0.0227272727272727,0.0735612357920625,0.5
"5092","Transit","tt6675244",6.9,8727,"movie","Transit",0,"2018","\N","101","Drama,Sci-Fi","",1,"MANOHLA DARGIS","‘Transit’ Review: An Existential Puzzler With Jackboots and Terror","In the latest from the German director Christian Petzold, a German refugee dodges bullets as German soldiers swarm into present-day Paris.","2019-02-28","2019-03-01","2019-03-28 16:44:01","article","https://www.nytimes.com/2019/02/28/movies/transit-review.html","Read the New York Times Review of Transit","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/01/arts/01transit-1/01transit-1-mediumThreeByTwo210-v2.jpg",140,210,0.0227272727272727,0.0735612357920625,0.5
"5093","Trash","tt1921149",7.2,20712,"movie","Trash",0,"2014","\N","114","Adventure,Crime,Drama","R",0,"STEPHEN HOLDEN","Review: Stephen Daldry’s ‘Trash’ Is in the ‘Slumdog Millionaire’ Vein, With Sugar","A coming-of-age story with a political twist, set against the backdrop of a colorful garbage dump.","2015-10-08","2015-10-09","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/09/movies/review-stephen-daldrys-trash-is-in-the-slumdog-millionaire-vein-with-sugar.html","Read the New York Times Review of Trash","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/09/arts/09TRASH2/09TRASH2-mediumThreeByTwo210.jpg",140,210,-0.0222222222222222,0.223752898254133,-0.4
"5094","Trash","tt1846800",7.1,9,"movie","Trash",0,"2010","\N","\N","Action","R",0,"STEPHEN HOLDEN","Review: Stephen Daldry’s ‘Trash’ Is in the ‘Slumdog Millionaire’ Vein, With Sugar","A coming-of-age story with a political twist, set against the backdrop of a colorful garbage dump.","2015-10-08","2015-10-09","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/09/movies/review-stephen-daldrys-trash-is-in-the-slumdog-millionaire-vein-with-sugar.html","Read the New York Times Review of Trash","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/09/arts/09TRASH2/09TRASH2-mediumThreeByTwo210.jpg",140,210,-0.0222222222222222,0.223752898254133,-0.4
"5095","Trash","tt6434368",6.5,77,"movie","Trash",0,"2020","\N","88","Adventure,Animation,Comedy","R",0,"STEPHEN HOLDEN","Review: Stephen Daldry’s ‘Trash’ Is in the ‘Slumdog Millionaire’ Vein, With Sugar","A coming-of-age story with a political twist, set against the backdrop of a colorful garbage dump.","2015-10-08","2015-10-09","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/09/movies/review-stephen-daldrys-trash-is-in-the-slumdog-millionaire-vein-with-sugar.html","Read the New York Times Review of Trash","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/09/arts/09TRASH2/09TRASH2-mediumThreeByTwo210.jpg",140,210,-0.0222222222222222,0.223752898254133,-0.4
"5096","Trash Fire","tt5076792",5.9,2879,"movie","Trash Fire",0,"2016","\N","91","Comedy,Drama,Horror","R",0,"GLENN KENNY","Review: In ‘Trash Fire,’ a Familiar Formula Fails","Adrian Grenier stars in this black comedy from Richard Bates Jr.","2016-11-03","2016-11-03","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/11/04/movies/review-trash-fire.html","Read the New York Times Review of Trash Fire","mediumThreeByTwo210","https://static01.nyt.com/images/2016/11/04/arts/trash-image/trash-image-mediumThreeByTwo210.jpg",140,210,0.0227272727272727,0.175162262436343,0.25
"5097","Trashed","tt2401099",7.6,598,"movie","Trashed",0,"2012","\N","98","Documentary","",0,"JEANNETTE CATSOULIS","Gloom and Doom for the Planet","“Trashed” is a down-and-dirty documentary about our inability to neutralize safely much of what we throw away.","2012-12-13","2012-12-14","2017-11-02 04:18:16","article","https://www.nytimes.com/2012/12/14/movies/trashed-a-global-tour-of-rubbish.html","Read the New York Times Review of Trashed","","",NA,NA,-0.105263157894737,0.346768709677929,-2
"5098","Tremors","tt7128732",6.7,1034,"movie","Temblores",0,"2019","\N","107","Drama","",0,"Devika Girish","‘Temblores’ Review: Torn Between His Faith and His Sexuality","Jayro Bustamante’s drama is vividly imagined, but lacks depth.","2019-11-28","2019-11-29","2019-12-20 17:44:01","article","https://www.nytimes.com/2019/11/28/movies/temblores-review.html","Read the New York Times Review of Tremors","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/27/arts/temblores1/temblores1-mediumThreeByTwo210.jpg",140,210,-0.075,0.120761472884912,-0.75
"5099","Trial by Fire","tt5989408",9,5,"movie","Trial by Fire",0,"2017","\N","\N","Documentary","R",0,"GLENN KENNY","‘Trial by Fire’ Review: A Strong Case Against the Death Penalty","The film is based on the case of Cameron Todd Willingham, who was put to death in Texas in 2004.","2019-05-16","2019-05-17","2019-05-24 16:44:01","article","https://www.nytimes.com/2019/05/16/movies/trial-by-fire-review.html","Read the New York Times Review of Trial by Fire","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/17/arts/16trialbyfire/16trialbyfire-mediumThreeByTwo210.jpg",140,210,-0.0375,0.167705098312484,-0.75
"5100","Trial by Fire","tt3263946",7,5431,"movie","Trial by Fire",0,"2018","\N","127","Biography,Drama","R",0,"GLENN KENNY","‘Trial by Fire’ Review: A Strong Case Against the Death Penalty","The film is based on the case of Cameron Todd Willingham, who was put to death in Texas in 2004.","2019-05-16","2019-05-17","2019-05-24 16:44:01","article","https://www.nytimes.com/2019/05/16/movies/trial-by-fire-review.html","Read the New York Times Review of Trial by Fire","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/17/arts/16trialbyfire/16trialbyfire-mediumThreeByTwo210.jpg",140,210,-0.0375,0.167705098312484,-0.75
"5101","Triple 9","tt1712261",6.3,67773,"movie","Triple 9",0,"2016","\N","115","Action,Crime,Thriller","R",0,"MANOHLA DARGIS","Review: In ‘Triple 9,’ an Appealing Cast Can’t Rise Above the Violence","The film is one of those productions in which much of the creative energy has been funneled into gaudily inventive displays of brutality.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/triple-9-review.html","Read the New York Times Review of Triple 9","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26TRIPLE/26TRIPLE-mediumThreeByTwo210.jpg",140,210,0.0217391304347826,0.249009897100005,0.5
"5102","Triple Frontier","tt1488606",6.4,110806,"movie","Triple Frontier",0,"2019","\N","125","Action,Adventure,Crime","R",0,"MANOHLA DARGIS","‘Triple Frontier’ Review: Men on a Mission? Possible!","Rakish charmers face hopeless odds in this enjoyable, bankrupt flick directed by J.C. Chandor, and starring Ben Affleck and Oscar Isaac, among others.","2019-03-06","2019-03-13","2019-03-22 16:44:01","article","https://www.nytimes.com/2019/03/06/movies/triple-frontier-review.html","Read the New York Times Review of Triple Frontier","mediumThreeByTwo210","https://static01.nyt.com/images/2019/03/05/arts/05triplefrontier-1/merlin_151418160_8dba1905-2c46-4356-894a-e84c190d014f-mediumThreeByTwo210.jpg",140,210,-0.03125,0.332255958169497,-0.75
"5103","Trolls","tt1679335",6.5,73392,"movie","Trolls",0,"2016","\N","92","Adventure,Animation,Comedy","PG",0,"ANDY WEBSTER","Review: The ‘Trolls’ Embark on a High-Haired Rescue Mission","This DreamWorks film, voiced by stars like Anna Kendrick and Justin Timberlake, follows the adventures of a colorful group and their nemesis.","2016-11-03","2016-11-04","2017-11-02 04:18:25","article","https://www.nytimes.com/2016/11/04/movies/trolls-review.html","Read the New York Times Review of Trolls","mediumThreeByTwo210","https://static01.nyt.com/images/2016/11/04/arts/04TROLLS/04TROLLS-mediumThreeByTwo210.jpg",140,210,0.0159090909090909,0.281740493411412,0.35
"5104","Tron: Legacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG",0,"MANOHLA DARGIS","Following in Father&#8217;s Parallel-Universe Footsteps","“Tron: Legacy,” Disney’s 3-D sequel to the 1982 “Tron,” picks up with far less color and cinematic imagination, and many more bells and whistles.","2010-12-16","2010-12-17","2017-11-02 04:18:12","article","https://www.nytimes.com/2010/12/17/movies/17tron.html","Read the New York Times Review of Tron: Legacy","","",NA,NA,0.0230769230769231,0.11766968108291,0.6
"5105","Trophy","tt6333066",7.3,621,"movie","Trophy",0,"2017","\N","108","Documentary","",1,"JEANNETTE CATSOULIS","Review: For the Wild Things in ‘Trophy,’ Life Has a Price","This thoughtful documentary raises tough questions about big-game hunting and wildlife conservation.","2017-09-07","2017-09-08","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/09/07/movies/trophy-review.html","Read the New York Times Review of Trophy","mediumThreeByTwo210","https://static01.nyt.com/images/2017/09/08/arts/08trophy/08trophy-mediumThreeByTwo210-v2.jpg",140,210,0.157692307692308,0.354051640446085,2.05
"5106","Trouble with the Curve","tt2083383",6.8,60765,"movie","Trouble with the Curve",0,"2012","\N","111","Drama,Sport","PG-13",0,"A. O. SCOTT","Rooting for One Player in Baseball Politics: Dad","“Trouble With the Curve” is the anti-“Moneyball.” The old-time scouts from that earlier film, mocked for their superstitions about “intangibles” and “instincts,” get their revenge this time around.","2012-09-20","2012-09-21","2017-11-02 04:18:15","article","https://www.nytimes.com/2012/09/21/movies/trouble-with-the-curve-with-clint-eastwood-and-amy-adams.html","Read the New York Times Review of Trouble with the Curve","","",NA,NA,-0.0666666666666667,0.217086242727652,-2
"5107","Troublemakers: The Story of Land Art","tt4096620",6.5,119,"movie","Troublemakers: The Story of Land Art",0,"2015","\N","72","Biography,Documentary,History","",1,"GLENN KENNY","Review: ‘Troublemakers: The Story of Land Art,’ a Documentary","James Crump’s film looks at artists who, in the early 1960s, headed into the open spaces of North America to mold the land.","2016-01-07","2016-01-08","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/01/08/movies/review-troublemakers-the-story-of-land-art-a-documentary.html","Read the New York Times Review of Troublemakers: The Story of Land Art","mediumThreeByTwo210","https://static01.nyt.com/images/2016/01/08/arts/08TROUBLEMAKERS/08TROUBLEMAKERS-mediumThreeByTwo210.jpg",140,210,0,0,0
"5108","True Adolescents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unrated",1,"STEPHEN HOLDEN","Great Outdoors Beckons as a Test of Manhood","Mark Duplass stars in Craig Johnson’s film “True Adolescents,” which explores the sexual discomfort of boys and men not entirely secure in their masculinity.","2011-07-28","2011-07-29","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/07/29/movies/mark-duplass-in-craig-johnsons-true-adolescents-review.html","Read the New York Times Review of True Adolescents","","",NA,NA,0.01,0.183711730708738,0.25
"5109","True Grit","tt1403865",7.6,315425,"movie","True Grit",0,"2010","\N","110","Drama,Western","PG-13",1,"MANOHLA DARGIS","Wearing Braids, Seeking Revenge","The Coen brothers’ remake of “True Grit” brings Rooster Cogburn and his brutish world back to a tougher Mattie Ross.","2010-12-21","2010-12-22","2017-11-02 04:18:12","article","https://www.nytimes.com/2010/12/22/movies/22true.html","Read the New York Times Review of True Grit","","",NA,NA,-0.0325,0.276384076774942,-0.65
"5110","True Story","tt2273657",6.3,64661,"movie","True Story",0,"2015","\N","99","Biography,Crime,Drama","R",0,"A. O. SCOTT","Review: ‘True Story’ Stars Jonah Hill and James Franco","Rupert Goold&#8217;s film adaptation of a book by the discredited journalist Michael Finkel focuses on his wary friendship with a man charged with murder who had impersonated him.","2015-04-16","2015-04-17","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/04/17/movies/review-true-story-stars-jonah-hill-and-james-franco.html","Read the New York Times Review of True Story","mediumThreeByTwo210","https://static01.nyt.com/images/2015/04/17/arts/17TRUESTORYALT/17TRUESTORYALT-mediumThreeByTwo210.jpg",140,210,-0.0683333333333333,0.282380073211844,-2.05
"5111","True Story","tt3114786",6.5,20,"movie","True Story",0,"2015","\N","93","Drama","R",0,"A. O. SCOTT","Review: ‘True Story’ Stars Jonah Hill and James Franco","Rupert Goold&#8217;s film adaptation of a book by the discredited journalist Michael Finkel focuses on his wary friendship with a man charged with murder who had impersonated him.","2015-04-16","2015-04-17","2017-11-02 04:18:21","article","https://www.nytimes.com/2015/04/17/movies/review-true-story-stars-jonah-hill-and-james-franco.html","Read the New York Times Review of True Story","mediumThreeByTwo210","https://static01.nyt.com/images/2015/04/17/arts/17TRUESTORYALT/17TRUESTORYALT-mediumThreeByTwo210.jpg",140,210,-0.0683333333333333,0.282380073211844,-2.05
"5112","Trumbo","tt3203606",7.5,77417,"movie","Trumbo",0,"2015","\N","124","Biography,Crime,Drama","R",0,"MANOHLA DARGIS","Review: Bryan Cranston in ‘Trumbo,’ as a Screenwriter in a Hollywood Under Siege","Directed by Jay Roach, the film tells the personal story of one of the Hollywood 10.","2015-11-05","2015-11-25","2017-11-02 04:18:23","article","https://www.nytimes.com/2015/11/06/movies/review-bryan-cranston-in-trumbo-as-a-screenwriter-in-a-hollywood-under-siege.html","Read the New York Times Review of Trumbo","mediumThreeByTwo210","https://static01.nyt.com/images/2015/11/06/arts/06TRUMBO/06TRUMBO-mediumThreeByTwo210.jpg",140,210,0,0,0
"5113","Trust Me","tt2363349",6.4,585,"movie","Confia em Mim",0,"2014","\N","85","Drama","R",0,"STEPHEN HOLDEN","It Takes Some Heat to Create Movie Stars","“Trust Me,” written and directed by Clark Gregg, stars Mr. Gregg as a scuffling, obsequious agent specializing in child actors.","2014-06-05","2014-06-06","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/06/06/movies/trust-me-stars-clark-gregg-as-a-hollywood-agent.html","Read the New York Times Review of Trust Me","mediumThreeByTwo210","https://static01.nyt.com/images/2014/06/06/arts/06TRUST/06TRUST-mediumThreeByTwo210-v2.jpg",140,210,0.055,0.170061908232205,1.1
"5114","Trust Me","tt2421416",6.1,3261,"movie","Trust Me",0,"2013","\N","90","Comedy,Drama","R",0,"STEPHEN HOLDEN","It Takes Some Heat to Create Movie Stars","“Trust Me,” written and directed by Clark Gregg, stars Mr. Gregg as a scuffling, obsequious agent specializing in child actors.","2014-06-05","2014-06-06","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/06/06/movies/trust-me-stars-clark-gregg-as-a-hollywood-agent.html","Read the New York Times Review of Trust Me","mediumThreeByTwo210","https://static01.nyt.com/images/2014/06/06/arts/06TRUST/06TRUST-mediumThreeByTwo210-v2.jpg",140,210,0.055,0.170061908232205,1.1
"5115","Trust Me","tt13021150",8.6,7,"movie","Trust Me",0,"2020","\N","91","Documentary","R",0,"STEPHEN HOLDEN","It Takes Some Heat to Create Movie Stars","“Trust Me,” written and directed by Clark Gregg, stars Mr. Gregg as a scuffling, obsequious agent specializing in child actors.","2014-06-05","2014-06-06","2017-11-02 04:18:19","article","https://www.nytimes.com/2014/06/06/movies/trust-me-stars-clark-gregg-as-a-hollywood-agent.html","Read the New York Times Review of Trust Me","mediumThreeByTwo210","https://static01.nyt.com/images/2014/06/06/arts/06TRUST/06TRUST-mediumThreeByTwo210-v2.jpg",140,210,0.055,0.170061908232205,1.1
"5116","Truth","tt1921152",5.8,77,"movie","Truth",0,"2011","\N","99","Drama,Romance","R",1,"STEPHEN HOLDEN","Review: ‘Truth’ Treads a Perilous Political Tightrope","“Truth,” starring Cate Blanchett and Robert Redford, looks back at a “60 Minutes II” report and its fallout.","2015-10-15","2015-10-30","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/16/movies/review-truth-treads-a-perilous-political-tightrope.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/16/arts/16TRUTH2/16TRUTH2-mediumThreeByTwo210.jpg",140,210,0.0277777777777778,0.269652402734805,0.5
"5117","Truth","tt1921152",5.8,77,"movie","Truth",0,"2011","\N","99","Drama,Romance","",0,"JEANNETTE CATSOULIS","Aw, He Seemed So Nice and Sexy","“Truth” focuses on a troubled young man who gives into his dark side after falling for someone he met on the Internet.","2014-01-09","2014-02-11","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/10/movies/in-rob-morettis-truth-a-man-gives-in-to-his-dark-side.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/10/arts/truthrdp/truthrdp-mediumThreeByTwo210.jpg",140,210,-0.0318181818181818,0.353400304034638,-0.7
"5118","Truth","tt3859076",6.8,19068,"movie","Truth",0,"2015","\N","125","Biography,Drama,History","R",1,"STEPHEN HOLDEN","Review: ‘Truth’ Treads a Perilous Political Tightrope","“Truth,” starring Cate Blanchett and Robert Redford, looks back at a “60 Minutes II” report and its fallout.","2015-10-15","2015-10-30","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/16/movies/review-truth-treads-a-perilous-political-tightrope.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/16/arts/16TRUTH2/16TRUTH2-mediumThreeByTwo210.jpg",140,210,0.0277777777777778,0.269652402734805,0.5
"5119","Truth","tt3859076",6.8,19068,"movie","Truth",0,"2015","\N","125","Biography,Drama,History","",0,"JEANNETTE CATSOULIS","Aw, He Seemed So Nice and Sexy","“Truth” focuses on a troubled young man who gives into his dark side after falling for someone he met on the Internet.","2014-01-09","2014-02-11","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/10/movies/in-rob-morettis-truth-a-man-gives-in-to-his-dark-side.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/10/arts/truthrdp/truthrdp-mediumThreeByTwo210.jpg",140,210,-0.0318181818181818,0.353400304034638,-0.7
"5120","Truth","tt2459920",5.1,615,"movie","Truth",0,"2013","\N","94","Drama,Romance,Thriller","R",1,"STEPHEN HOLDEN","Review: ‘Truth’ Treads a Perilous Political Tightrope","“Truth,” starring Cate Blanchett and Robert Redford, looks back at a “60 Minutes II” report and its fallout.","2015-10-15","2015-10-30","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/16/movies/review-truth-treads-a-perilous-political-tightrope.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/16/arts/16TRUTH2/16TRUTH2-mediumThreeByTwo210.jpg",140,210,0.0277777777777778,0.269652402734805,0.5
"5121","Truth","tt2459920",5.1,615,"movie","Truth",0,"2013","\N","94","Drama,Romance,Thriller","",0,"JEANNETTE CATSOULIS","Aw, He Seemed So Nice and Sexy","“Truth” focuses on a troubled young man who gives into his dark side after falling for someone he met on the Internet.","2014-01-09","2014-02-11","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/10/movies/in-rob-morettis-truth-a-man-gives-in-to-his-dark-side.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/10/arts/truthrdp/truthrdp-mediumThreeByTwo210.jpg",140,210,-0.0318181818181818,0.353400304034638,-0.7
"5122","Truth","tt6604106",5.4,36,"movie","Truth",0,"2018","\N","107","Drama,Thriller","R",1,"STEPHEN HOLDEN","Review: ‘Truth’ Treads a Perilous Political Tightrope","“Truth,” starring Cate Blanchett and Robert Redford, looks back at a “60 Minutes II” report and its fallout.","2015-10-15","2015-10-30","2017-11-02 04:18:22","article","https://www.nytimes.com/2015/10/16/movies/review-truth-treads-a-perilous-political-tightrope.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2015/10/16/arts/16TRUTH2/16TRUTH2-mediumThreeByTwo210.jpg",140,210,0.0277777777777778,0.269652402734805,0.5
"5123","Truth","tt6604106",5.4,36,"movie","Truth",0,"2018","\N","107","Drama,Thriller","",0,"JEANNETTE CATSOULIS","Aw, He Seemed So Nice and Sexy","“Truth” focuses on a troubled young man who gives into his dark side after falling for someone he met on the Internet.","2014-01-09","2014-02-11","2017-11-02 04:18:18","article","https://www.nytimes.com/2014/01/10/movies/in-rob-morettis-truth-a-man-gives-in-to-his-dark-side.html","Read the New York Times Review of Truth","mediumThreeByTwo210","https://static01.nyt.com/images/2014/01/10/arts/truthrdp/truthrdp-mediumThreeByTwo210.jpg",140,210,-0.0318181818181818,0.353400304034638,-0.7
"5124","Truth or Dare","tt5944422",6.6,12,"movie","Verdad o Reto",0,"2016","\N","90","Drama,Romance","PG-13",0,"JEANNETTE CATSOULIS","Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’","A demon-driven game causes problems for a group college students in this horror thriller.","2018-04-12","2018-04-13","2018-05-12 16:44:02","article","https://www.nytimes.com/2018/04/12/arts/blumhouses-truth-or-dare-review.html","Read the New York Times Review of Truth or Dare","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/11/arts/truthordare1/truthordare1-mediumThreeByTwo210-v2.jpg",140,210,-0.126666666666667,0.301109061083632,-1.9
"5125","Truth or Dare","tt2125681",5.9,16,"movie","Truth or Dare",0,"2013","\N","85","Horror,Romance,Thriller","PG-13",0,"JEANNETTE CATSOULIS","Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’","A demon-driven game causes problems for a group college students in this horror thriller.","2018-04-12","2018-04-13","2018-05-12 16:44:02","article","https://www.nytimes.com/2018/04/12/arts/blumhouses-truth-or-dare-review.html","Read the New York Times Review of Truth or Dare","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/11/arts/truthordare1/truthordare1-mediumThreeByTwo210-v2.jpg",140,210,-0.126666666666667,0.301109061083632,-1.9
"5126","Truth or Dare","tt2321661",4.8,12,"movie","Zhen Xin Hua Da Mao Xian",0,"2012","\N","100","Comedy,Romance","PG-13",0,"JEANNETTE CATSOULIS","Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’","A demon-driven game causes problems for a group college students in this horror thriller.","2018-04-12","2018-04-13","2018-05-12 16:44:02","article","https://www.nytimes.com/2018/04/12/arts/blumhouses-truth-or-dare-review.html","Read the New York Times Review of Truth or Dare","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/11/arts/truthordare1/truthordare1-mediumThreeByTwo210-v2.jpg",140,210,-0.126666666666667,0.301109061083632,-1.9
"5127","Truth or Dare","tt6772950",5.2,49081,"movie","Truth or Dare",0,"2018","\N","100","Horror,Thriller","PG-13",0,"JEANNETTE CATSOULIS","Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’","A demon-driven game causes problems for a group college students in this horror thriller.","2018-04-12","2018-04-13","2018-05-12 16:44:02","article","https://www.nytimes.com/2018/04/12/arts/blumhouses-truth-or-dare-review.html","Read the New York Times Review of Truth or Dare","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/11/arts/truthordare1/truthordare1-mediumThreeByTwo210-v2.jpg",140,210,-0.126666666666667,0.301109061083632,-1.9
"5128","Truth or Dare","tt2762738",4.4,676,"movie","Truth or Dare",0,"2013","\N","84","Horror,Thriller","PG-13",0,"JEANNETTE CATSOULIS","Review: Trapped in a Deadly Game of ‘Blumhouse’s Truth or Dare’","A demon-driven game causes problems for a group college students in this horror thriller.","2018-04-12","2018-04-13","2018-05-12 16:44:02","article","https://www.nytimes.com/2018/04/12/arts/blumhouses-truth-or-dare-review.html","Read the New York Times Review of Truth or Dare","mediumThreeByTwo210","https://static01.nyt.com/images/2018/04/11/arts/truthordare1/truthordare1-mediumThreeByTwo210-v2.jpg",140,210,-0.126666666666667,0.301109061083632,-1.9
"5129","Tuesday, After Christmas","tt1470024",6.9,4395,"movie","Marti, dupã Crãciun",0,"2010","\N","99","Drama,Romance","Unrated",1,"A. O. SCOTT","Case of Romanian Realism: Regular Guy, With Wife and Girlfriend","“Tuesday, After Christmas,” a Romanian film directed by Radu Muntean, tells the story of a married regular guy who is having an affair with his daughter’s dentist.","2011-05-24","2011-05-25","2017-11-02 04:18:13","article","https://www.nytimes.com/2011/05/25/movies/tuesday-after-christmas-by-radu-muntean-from-romania.html","Read the New York Times Review of Tuesday, After Christmas","","",NA,NA,0.0214285714285714,0.113389341902768,0.6
"5130","Tulip Fever","tt0491203",6.2,18945,"movie","Tulip Fever",0,"2017","\N","105","Drama,History,Romance","R",0,"BEN KENIGSBERG","Review: ‘Tulip Fever’ Delivers a Wilted Period Piece","Alicia Vikander, Dane DeHaan and Christoph Waltz star in this much-delayed film about an overripe love triangle in 17th-century Amsterdam.","2017-09-01","2017-09-01","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/09/01/movies/tulip-fever-review-alicia-vikander.html","Read the New York Times Review of Tulip Fever","mediumThreeByTwo210","https://static01.nyt.com/images/2017/09/02/arts/02TULIPFEVER/02TULIPFEVER-mediumThreeByTwo210.jpg",140,210,0.0545454545454545,0.291101803052231,1.2
