"","title","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum","clean_summary"
"3244","Tio Papi","PG",0,"DAVID DeWITT","A Surprise at the Door","Joey Dedio is a bachelor who inherits his sister’s six (six!) children after an accident in Fro Rojas’s “Tio Papi.”","2013-09-05","2013-09-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/joey-dedio-stars-as-tio-papi.html","Read the New York Times Review of Tio Papi","mediumThreeByTwo210","https://static01.nyt.com/images/2013/09/06/arts/06RDP_TIOPAPI_SPAN/06RDP_TIOPAPI_SPAN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"joey dedio bachelor inherit sister six six children accid fro rojass tio papi"
"3245","Bounty Killer","R",0,"MIRIAM BALE","Soldiers of Fortune Fighting Corporate Greed","In Henry Saine’s dystopian “Bounty Killer,” the superstars hunt white-collar criminals.","2013-09-05","2013-09-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/bounty-killer-directed-by-henry-saine.html","Read the New York Times Review of Bounty Killer","mediumThreeByTwo210","https://static01.nyt.com/images/2013/09/08/arts/08RDP_BOUNTY_SPAN/08RDP_BOUNTY_SPAN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"henri sain dystopian bounti killer superstar hunt whitecollar crimin"
"3246","A Teacher","Not Rated",0,"MANOHLA DARGIS","In an Affair With a Student, Someone Learns Painful Lessons","In Hannah Fidell’s debut feature, a young high school teacher has an affair with one of her teenage students.","2013-09-05","2013-09-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/a-teacher-stars-lindsay-burdge-and-will-brittain.html","Read the New York Times Review of A Teacher","","",NA,NA,0.040625,0.320009765475993,0.65,"hannah fidel debut featur school teacher affair teenag student"
"3247","American Made Movie","G",0,"NEIL GENZLINGER","Macroeconomics and the Little Guy","“American Made Movie” pins the decline of the manufacturing sector on forces seemingly beyond anyone’s control and the hopes for reversing it on plucky individuals.","2013-09-05","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/american-made-movie-ponders-us-manufacturings-decline.html","Read the New York Times Review of American Made Movie","mediumThreeByTwo210","https://static01.nyt.com/images/2013/09/06/arts/06RDP_AMERICANMADE_SPAN/AMERICANMADE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"american movi pin declin manufactur sector forc seem beyond anyon control hope revers plucki individu"
"3248","36 Saints","R",0,"ANDY WEBSTER","Strangeness, Even for New York","Survivors of a plane crash are dying in “36 Saints,” and two detectives try to stop the apparently supernatural forces behind the killings.","2013-09-05","2013-09-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/09/06/movies/36-saints-pits-city-cops-against-biblical-forces.html","Read the New York Times Review of 36 Saints","","",NA,NA,0.040625,0.320009765475993,0.65,"survivor plane crash die saint detect tri stop appar supernatur forc kill"
"3249","The Last Christeros","",0,"NICOLAS RAPOLD","Wandering Souls, United in Rebellion","“The Last Christeros” follows a band of 1930s rebels through the Mexican wilderness as they struggle with loneliness and fatigue.","2013-08-29","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/30/movies/the-last-christeros-recalls-a-revolt-against-repression.html","Read the New York Times Review of The Last Christeros","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/30/arts/30RDP_LASTCHRIST_SPAN/0830FILMRDUP04-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"christero follow band s rebel mexican wilder struggl loneli fatigu"
"3250","One Direction: This is Us","PG",0,"MIRIAM BALE","Meet the Boys: A Mutual Lovefest","Morgan Spurlock’s concert film about the British-Irish boy band One Direction features shirtless torsos and backstage performances and a taste of each performer’s persona.","2013-08-29","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/30/movies/one-direction-this-is-us-documentary-by-morgan-spurlock.html","Read the New York Times Review of One Direction: This is Us","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/30/arts/30ONEDIRECTION_SPAN/0830ONEDIRECTION-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"morgan spurlock concert film britishirish boy band direct featur shirtless torso backstag perform tast perform persona"
"3251","Tiny Times 2","",0,"DANIEL M. GOLD","Sisters in Arms (and in Pricey Couture)","“Tiny Times 2,” a sequel to a Chinese film about four high school best friends, vaults them into a cutthroat, consumerist career world in Shanghai.","2013-08-29","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/30/movies/in-tiny-times-2-gal-pals-take-on-the-career-world.html","Read the New York Times Review of Tiny Times 2","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/30/arts/30RDP_TINYTIME_SPAN/0830FILMRDUP03-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"tini time sequel chines film school friend vault cutthroat consumerist career world shanghai"
"3252","Getaway","PG-13",0,"STEPHEN HOLDEN","Want to See the Wife Again? Just Follow Directions","In “Getaway,” a former professional racecar driver’s wife is kidnapped, and he is warned that he will never see her again unless he steals a vehicle and follows instructions.","2013-08-29","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/30/movies/ethan-hawke-runs-down-everything-in-sight-in-getaway.html","Read the New York Times Review of Getaway","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/30/arts/30GETAWAY_SPAN/0830GETAWAY-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"getaway former profession racecar driver wife kidnap warn unless steal vehicl follow instruct"
"3253","Tokyo Waka","",0,"A. O. SCOTT","Cocky, Aggressive and Into Gangs: Meet Tokyo’s Streetwise Toughs","The documentary “Tokyo Waka” examines how some 20,000 crows living in Tokyo adapt to the area’s human population of 13 million.","2013-08-27","2013-08-28","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/28/movies/tokyo-waka-examines-the-urban-lives-of-crows.html","Read the New York Times Review of Tokyo Waka","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/28/arts/28TOKYO/28TOKYO-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari tokyo waka examin crow live tokyo adapt human popul million"
"3254","Closed Circuit","R",0,"MANOHLA DARGIS","In London, the Walls Have Eyes","In “Closed Circuit,” by John Crowley, two London lawyers’ professional lives become muddied by a shared past.","2013-08-27","2013-08-28","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/28/movies/closed-circuit-features-2-lawyers-and-a-terrorism-case.html","Read the New York Times Review of Closed Circuit","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/28/arts/28CLOSED/28CLOSED-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"close circuit john crowley london lawyer profession live muddi share past"
"3255","You're Next","R",1,"JEANNETTE CATSOULIS","They Probably Should Have Skipped This Dinner Party","“You’re Next,” by Adam Wingard, has masked killers with crossbows and a plot full of surprises.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/youre-next-a-home-invasion-thriller-with-tweaks.html","Read the New York Times Review of You're Next","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23RDP_YOURENEXT_SPAN/23RDP_YOURENEXT_SPAN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"your adam wingard mask killer crossbow plot surpris"
"3256","The Grandmaster","PG-13",1,"MANOHLA DARGIS","Style and Kinetics Triumph in a Turbulent China","Wong Kar-wai’s “Grandmaster” is a film about Ip Man, a 20th-century Chinese martial arts legend, but also an exploration of opposing forces like loyalty and love.","2013-08-22","2013-08-30","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/the-grandmaster-wong-kar-wais-new-film.html","Read the New York Times Review of The Grandmaster","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23GRAND_SPAN/23GRAND-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"wong karwai grandmast film ip thcenturi chines martial art legend explor oppos forc loyalti love"
"3257","The World's End","R",0,"A. O. SCOTT","Last Call for Friends to Grow Up","In “World’s End,” five British men reprise a pub crawl they had tried but failed to finish more than 20 years earlier as teenagers.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/worlds-end-continues-shaun-of-the-dead-and-hot-fuzz.html","Read the New York Times Review of The World's End","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23WORLDS_SPAN/0823WORLDS-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"world five british repris pub crawl tri fail finish earlier teenag"
"3258","The United States of Football","",0,"MIRIAM BALE","What Happens When You’re Repeatedly Hit in the Head","The documentary “The United States of Football” follows retired players dealing with dementia and depression after a career of hard knocks.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/the-united-states-of-football-looks-at-concussions.html","Read the New York Times Review of The United States of Football","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23football-1/23football-1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari unit footbal follow retir player deal dementia depress career hard knock"
"3259","Sparrows Dance","Not Rated",0,"JEANNETTE CATSOULIS","A Plumber Lends a Sympathetic Ear","In Noah Buschel’s “Sparrows Dance,” an agoraphobic actress is forced to call upon the assistance of a poetry-writing handyman.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/sparrows-dance-starring-marin-ireland-and-paul-sparks.html","Read the New York Times Review of Sparrows Dance","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23RDP_SPARROWS_SPAN/0823FILMRDP01sub-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"noah buschel sparrow danc agoraphob actress forc call assist poetrywrit handyman"
"3260","Short Term 12","R",0,"MANOHLA DARGIS","Caretakers Needing Some Care Themselves","“Short Term 12” is set at a group home inhabited by troubled adolescents and workers with issues.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/short-term-12-delves-into-life-at-a-group-home.html","Read the New York Times Review of Short Term 12","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23SHORTTERM_SPAN/0823SHORTTERMsub-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"short term set home inhabit troubl adolesc worker issu"
"3261","Savannah","PG-13",0,"NEIL GENZLINGER","Drunk, Ornery and With a Gun in His Hands","“Savannah” tells the story of a well-born Southerner who turns his back on privilege to hunt ducks with a former slave.","2013-08-22","2014-04-25","2017-11-02 04:18:19","article","https://www.nytimes.com/2013/08/23/movies/savannah-a-true-story-from-the-south-of-long-ago.html","Read the New York Times Review of Savannah","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23savannah1/23savannah1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"savannah tell stori wellborn southern privileg hunt duck former slave"
"3262","Scenic Route","R",0,"STEPHEN HOLDEN","The Desert Foils Friendly Scheming","Friends are stranded in the desert in “Scenic Route,” directed by the brothers Kevin and Michael Goetz.","2013-08-22","2013-08-23","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/23/movies/in-scenic-route-josh-duhamel-and-dan-fogler-are-stranded.html","Read the New York Times Review of Scenic Route","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/23/arts/23SCENIC_SPAN/0823SCENIC-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"friend strand desert scenic rout direct brother kevin michael goetz"
"3263","The Mortal Instruments: City of Bones","PG-13",0,"Jeannette Catsoulis","Angels and Demons, All Dressed Up for Downtown","In “The Mortal Instruments,” a new Shadowhunter — part human, part angel — is recruited into the battle to rid New York of demons (and perhaps short shorts).","2013-08-20","2013-08-21","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/21/movies/in-the-mortal-instruments-shadowhunters-prowl-new-york.html","Read the New York Times Review of The Mortal Instruments: City of Bones","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/21/arts/MORTAL/MORTAL-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"mortal instrument shadowhunt human angel recruit battl rid york demon short short"
"3264","You Will Be My Son","R",1,"STEPHEN HOLDEN","A Vineyard and 2 Families Are at Stake","“You Will Be My Son” traces fractured father-son relationships on a vineyard in France.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/you-will-be-my-son-counters-mortality-with-planning.html","Read the New York Times Review of You Will Be My Son","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16YOUWILLSUB_SPAN/16YOUWILLSUB_SPAN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"son trace fractur fatherson relationship vineyard franc"
"3265","Lee Daniels' The Butler","PG-13",1,"A. O. SCOTT","Black Man, White House, and History","Forest Whitaker plays the title character in “Lee Daniels’ The Butler,” which covers eight presidential administrations and beyond.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/lee-daniels-the-butler-stars-forest-whitaker.html","Read the New York Times Review of Lee Daniels' The Butler","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16BUTLER_SPAN/16BUTLER_SPAN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"forest whitak play titl charact lee daniel butler cover eight presidenti administr beyond"
"3266","The Happy Sad","",0,"JEANNETTE CATSOULIS","Each Couple Is Unhappy in Its Own Way","“The Happy Sad” features the stories of two couples with problems in and out of their bedrooms.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/the-happy-sad-based-on-ken-urbans-play.html","Read the New York Times Review of The Happy Sad","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/14/arts/video-happy-sad/video-happy-sad-mediumThreeByTwo210-v3.jpg",140,210,0.040625,0.320009765475993,0.65,"happi sad featur stori coupl bedroom"
"3267","Spark: A Burning Man Story","",0,"ANDY WEBSTER","Freedom Is Tricky at This Festival","“Spark: A Burning Man Story” looks behind the popular carnival that is held in the Black Rock Desert in Nevada.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/spark-a-burning-man-story-looks-at-a-phenomenon.html","Read the New York Times Review of Spark: A Burning Man Story","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16FILMROUND03_SPAN/0816FILMROUND03-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"spark burn stori look popular carniv held black rock desert nevada"
"3268","Kick-Ass 2","R",0,"MANOHLA DARGIS","Teenagers With Guns, Supposedly Good Guys","Chloë Grace Moretz is back in the violent sequel to “Kick-Ass.”","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/kick-ass-2-stars-chloe-grace-moretz.html","Read the New York Times Review of Kick-Ass 2","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16KICK01_SPAN/0816KICK01-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"chloë grace moretz violent sequel kickass"
"3269","Paranoia","PG-13",0,"STEPHEN HOLDEN","A High-Tech Mole Living the High Life","In “Paranoia,” which is adapted from Joseph Finder’s 2004 novel, a hotshot young techie allows himself to be recruited as a corporate spy.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/in-paranoia-a-spy-infiltrates-a-rivals-business-empire.html","Read the New York Times Review of Paranoia","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16PARANOIA01_SPAN/16PARANOIA01_SPAN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"paranoia adapt joseph finder novel hotshot techi allow recruit corpor spi"
"3270","Inch'Allah","R",0,"JEANNETTE CATSOULIS","Delivering Babies Into an Unhappy Land","The film “Inch’Allah” finds an obstetrician caught up in the Israeli-Palestinian conflict.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/inchallah-explores-the-israeli-palestinian-conflict.html","Read the New York Times Review of Inch'Allah","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/0816FILMROUND07/0816FILMROUND07-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"film inchallah obstetrician caught israelipalestinian conflict"
"3271","Herblock - The Black & The White","",0,"NICOLAS RAPOLD","He Tackled Large Issues With Thin Lines","The documentary “Herblock: The Black & the White” tells the life story of the editorial cartoonist Herbert Block.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/herblock-the-black-the-white-about-herbert-block.html","Read the New York Times Review of Herblock - The Black & The White","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16FILMROUND6/16FILMROUND6-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari herblock black white tell life stori editori cartoonist herbert block"
"3272","Guitar Innovators: John Fahey & Nels Cline","",0,"NEIL GENZLINGER","The Tales of Two Musicians","“Guitar Innovators: John Fahey and Nels Cline” is a slate of two documentaries, each looking at a different musician.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/guitar-innovators-john-fahey-and-nels-cline-a-portrait.html","Read the New York Times Review of Guitar Innovators: John Fahey & Nels Cline","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16FILMROUND01_SPAN/0816FILMROUND01-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"guitar innov john fahey nel cline slate documentari look musician"
"3273","jOBS","PG-13",0,"MANOHLA DARGIS","Portrait of the Artist Behind Apple","The historical record is stretched in “Jobs,” a biopic about Steve Jobs directed by Joshua Michael Stern and starring Ashton Kutcher.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/ashton-kutcher-in-a-biopic-about-steve-jobs.html","Read the New York Times Review of jOBS","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16JOBS_SPAN/0816JOBS-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"histor record stretch job biopic steve job direct joshua michael stern star ashton kutcher"
"3274","Ain't Them Bodies Saints","R",0,"A. O. SCOTT","A Ballad for Those Lost in Love and in Pride","“Ain’t Them Bodies Saints,” a moody, western-ish crime drama, written and directed by David Lowery, stars Rooney Mara and Casey Affleck.","2013-08-15","2013-08-16","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/16/movies/aint-them-bodies-saints-examines-honor-and-sacrifice.html","Read the New York Times Review of Ain't Them Bodies Saints","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/16/arts/16AINT_SPAN/16AINT_SPAN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"aint bodi saint moodi westernish crime drama written direct david loweri star rooney mara casey affleck"
"3275","The Gardener","",0,"MANOHLA DARGIS","The Cultivation of Belief","In his documentary “The Gardener,” the Iranian filmmaker Mohsen Makhmalbaf debates the role of religion in holy sites of the Baha’i faith.","2013-08-08","2013-06-01","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/the-gardener-mohsen-makhmalbafs-inquiry-into-religion.html","Read the New York Times Review of The Gardener","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09GARDENER_SPAN/0809GARDENER-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari garden iranian filmmak mohsen makhmalbaf debat role religion holi site bahai faith"
"3276","The United States of Autism","",0,"DAVID DeWITT","Journey Across a Wide Spectrum","“The United States of Autism” follows Richard Everts, the director, whose son is autistic, as he journeys across the country to visit families affected by autism.","2013-08-08","2013-04-05","2017-11-02 04:18:16","article","https://www.nytimes.com/2013/08/09/movies/richard-evertss-united-states-of-autism.html","Read the New York Times Review of The United States of Autism","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09RDP_UNITED_SPAN/0809FILM07-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"unit autism follow richard evert director son autist journey countri visit famili affect autism"
"3277","Jug Face","R",0,"NICOLAS RAPOLD","A Hole in the Ground, Worshiped and Feared","In “Jug Face,” a pregnant teenager tries to flee a backwoods community when she learns that she may be sacrificed to a mysterious pit.","2013-08-08","2013-08-09","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/jug-face-directed-by-chard-crawford-kinkle.html","Read the New York Times Review of Jug Face","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09RDP_JUGFACE_SPAN/0809FILM02-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"jug pregnant teenag tri flee backwood communiti learn sacrif mysteri pit"
"3278","Elysium","R",0,"MANOHLA DARGIS","The Worst Is Yet to Come","“Elysium,” the second feature from the director Neill Blomkamp, stars Matt Damon as a former thief living on a ruined Earth in 2154.","2013-08-08","2013-08-09","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/elysium-sends-matt-damon-into-a-dystopian-future.html","Read the New York Times Review of Elysium","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09ELYSIUM_SPAN/0809ELYSIUM-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"elysium featur director neill blomkamp star matt damon former thief live ruin earth"
"3279","Planes","PG",0,"NEIL GENZLINGER","For a Crop-Duster, There’s More to Life Than Spraying the Fields","“Disney’s Planes,” an animated feature, is the story of a small plane who’s afraid of heights.","2013-08-08","2013-08-09","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/disneys-planes-follows-in-the-footsteps-of-cars.html","Read the New York Times Review of Planes","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09PLANES_SPAN/0809PLANES-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"disney plane anim featur stori plane whos afraid height"
"3280","Chennai Express","Not Rated",0,"RACHEL SALTZ","Taking the Fast Train to Win a Mob Princess","The Bollywood superstar Shah Rukh Khan plays a man kidnapped by hoods and taken to an Indian village in “Chennai Express.”","2013-08-08","2013-08-08","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/chennai-express-with-the-bollywood-star-shah-rukh-khan.html","Read the New York Times Review of Chennai Express","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09CHENNAI_SPAN/0809CHENNAI-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"bollywood superstar shah rukh khan play kidnap hood indian villag chennai express"
"3281","Blood","Not Rated",0,"Jeannette Catsoulis","Two Brothers, Fighting Crime With Crime","Two fraternal detectives wrestle with murder and morality in Nick Murphy’s crime drama “Blood.”","2013-08-08","2013-08-09","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/09/movies/blood-a-crime-drama-by-nick-murphy.html","Read the New York Times Review of Blood","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/09/arts/09RDP_BLOOD_SPAN/09RDP_BLOOD_SPAN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"fratern detect wrestl murder moral nick murphi crime drama blood"
"3282","We're the Millers","R",0,"A. O. SCOTT","Sometimes, They’re Sort of Who They Say They Are","Four people pretending to be a family smuggle marijuana from Mexico to Colorado in “We’re the Millers.”","2013-08-06","2013-08-07","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/07/movies/were-the-millers-with-jennifer-aniston-and-jason-sudeikis.html","Read the New York Times Review of We're the Millers","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/07/arts/07MILLERS/07MILLERS-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"peopl pretend famili smuggl marijuana mexico colorado miller"
"3283","Percy Jackson: Sea of Monsters","PG",0,"ANDY WEBSTER","What a Hero Goes Through to Become a Healer","In “Percy Jackson: Sea of Monsters,” the Golden Fleece must be retrieved to save Camp Half-Blood.","2013-08-06","2013-08-07","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/07/movies/percy-jackson-sea-of-monsters-with-logan-lerman.html","Read the New York Times Review of Percy Jackson: Sea of Monsters","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/07/arts/07FILMROUNDUP/07FILMROUNDUP-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"perci jackson sea monster golden fleec retriev save camp halfblood"
"3284","Kid-Thing","",0,"NEIL GENZLINGER","A Challenge in the Woods","In “Kid-Thing,” a young girl with little social skill faces a situation that tests her judgment.","2013-08-06","2013-05-25","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/07/movies/kid-thing-finds-a-girl-in-a-grown-up-test.html","Read the New York Times Review of Kid-Thing","","",NA,NA,0.040625,0.320009765475993,0.65,"kidth girl littl social skill situat test judgment"
"3285","Jajouka, Something Good Comes to You","",1,"MIRIAM BALE","Moroccan Myth, Set to Music","“Jajouka, Something Good Comes to You,” playing at the Museum of Modern Art, tells the story of a band from a Moroccan village.","2013-08-05","2013-08-06","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/06/movies/jajouka-something-good-comes-to-you-a-bands-tale.html","Read the New York Times Review of Jajouka, Something Good Comes to You","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/06/arts/jajouka/jajouka-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"jajouka come play museum modern art tell stori band moroccan villag"
"3286","The Artist and the Model","R",0,"MIRIAM BALE","An Aging Sculptor and, Yes, His Nymph-Muse","“The Artist and the Model” centers on an elderly sculptor who finds the inspiration to work on a final masterpiece when a young Spanish woman enters the household.","2013-08-01","2013-08-02","2017-11-02 04:18:17","article","https://www.nytimes.com/2013/08/02/movies/the-artist-and-the-model-starring-jean-rochefort.html","Read the New York Times Review of The Artist and the Model","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/02/arts/02RDP_ARTIST_SPAN/ARTIST-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"artist model center elder sculptor inspir final masterpiec spanish woman enter household"
"3287","Rising From Ashes","",0,"DAVID DeWITT","Cycling Their Way to Redemption","Narrated by Forest Whitaker, the documentary “Rising From Ashes” focuses on Rwanda’s fledgling national cycling team and its American coach.","2013-08-01","2012-10-18","2017-11-02 04:18:15","article","https://www.nytimes.com/2013/08/02/movies/rising-from-ashes-narrated-by-forest-whitaker.html","Read the New York Times Review of Rising From Ashes","mediumThreeByTwo210","https://static01.nyt.com/images/2013/08/02/arts/02RDP_RISING1_SPAN/RISING2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"narrat forest whitak documentari rise ash focus rwanda fledgl nation cycl team american coach"
